date,equity,month_ret,peak,dd
2022-04-29,6565034.5,-0.08776909,7544834.0,-0.12986362
2022-05-31,6579854.0,0.002257347,7544834.0,-0.12789941
2022-06-30,6037274.5,-0.0824607,7544834.0,-0.19981349
2022-07-29,6593231.5,0.09208739,7544834.0,-0.12612635
2022-08-31,6324215.0,-0.040801942,7544834.0,-0.16178209
2022-09-30,5739573.5,-0.0924449,7544834.0,-0.23927104
2022-10-31,6206060.0,0.08127546,7544834.0,-0.17744249
2022-11-30,6551064.5,0.055591583,7544834.0,-0.13171524
2022-12-30,6173544.0,-0.05762732,7544834.0,-0.1817522
2023-01-31,6561782.5,0.06288743,7544834.0,-0.13029462
2023-02-28,6396802.0,-0.02514267,7544834.0,-0.15216136
2023-03-31,6633984.5,0.03707826,7544834.0,-0.12072492
2023-04-28,6739961.5,0.01597488,7544834.0,-0.106678605
2023-05-31,6771074.0,0.0046161413,7544834.0,-0.10255492
2023-06-30,7209844.5,0.06480074,7544834.0,-0.044399858
2023-07-31,7445846.5,0.03273332,7544834.0,-0.013119876
2023-08-31,7324836.5,-0.016251981,7544834.0,-0.029158711
2023-09-29,6977390.0,-0.047434032,7544834.0,-0.07520962
2023-10-31,6825920.0,-0.021708667,7544834.0,-0.095285594
2023-11-30,7449425.0,0.09134376,7544834.0,-0.012645602
2023-12-29,7789533.0,0.04565561,7789533.0,0.0
2024-01-31,7913593.0,0.01592648,7913593.0,0.0
2024-02-29,8326578.5,0.052186847,8326578.5,0.0
2024-03-28,8598873.0,0.03270185,8598873.0,0.0
2024-04-30,8252169.5,-0.04031962,8598873.0,-0.04031962
2024-05-31,8669561.0,0.050579667,8669561.0,0.0
2024-06-28,8975425.0,0.035280228,8975425.0,0.0
2024-07-31,9084110.0,0.01210916,9084110.0,0.0
2024-08-30,9296365.0,0.023365498,9296365.0,0.0
2024-09-30,9491624.0,0.021003842,9491624.0,0.0
2024-10-31,9406925.0,-0.008923531,9491624.0,-0.008923531
2024-11-29,9967892.0,0.059633374,9967892.0,0.0
2024-12-31,9728057.0,-0.024060786,9967892.0,-0.024060726
2025-01-31,9989317.0,0.026856303,9989317.0,0.0
2025-02-28,9862504.0,-0.012694836,9989317.0,-0.012694836
2025-03-31,9312965.0,-0.05572003,9989317.0,-0.06770754
2025-04-30,9232220.0,-0.008670211,9989317.0,-0.07579064
2025-05-30,9812418.0,0.06284487,9989317.0,-0.017708838
2025-06-30,10316644.0,0.051386476,10316644.0,0.0
2025-07-31,10554253.0,0.023031592,10554253.0,0.0
2025-08-29,10770821.0,0.020519495,10770821.0,0.0
2025-09-30,11154484.0,0.03562057,11154484.0,0.0
2025-10-31,11420378.0,0.023837447,11420378.0,0.0
2025-11-28,11442648.0,0.0019500256,11442648.0,0.0
2025-12-31,11451779.0,0.000797987,11451779.0,0.0
2026-01-30,11620552.0,0.014737725,11620552.0,0.0
2026-02-27,11520128.0,-0.008641958,11620552.0,-0.008641958
2026-03-31,10951270.0,-0.049379528,11620552.0,-0.057594657
2026-04-10,11441630.0,0.04477656,11620552.0,-0.015397012
